Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2022,1617358,391846,617380,139663,1504592,1026875,3
2021,1718183,295050,668826,10377,1293459,635029,5
2020,721340,118248,682887,18796,1003481,339979,1
2019,728911,126300,554132,0,775349,221731,1
2018,979224,150641,393270,0,515559,122802,2
2017,525315,48966,801787,0,776136,-25277,3
2016,451107,44302,716261,0,640825,-74243,1
2015,124370,-2221,204306,28700,57061,-118545,1
2014,125109,-6436,226419,62813,47283,-116323,1
2013,318997,4464,243199,97329,83593,-60711,3
2012,142205,-44556,389167,134202,189790,-65175,3
2011,26312,-9094,28256,791,6847,-20618,1
2010,6846,-11357,21704,1204,8976,-11524,1
