Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2017,881218,-128655,382801,4044807,5807631,9469637,13
2016,561470,-461398,717105,4207200,6108197,9598292,16
2015,957320,-466227,1865858,4885320,6862498,9881960,16
2014,4085694,1430979,2546849,5623257,7271779,10348187,16
2013,1841269,265491,2716526,5770293,6100941,9154708,17
2012,4783112,1153777,2645834,3932672,7804370,9091208,15
2011,3068537,548370,1380682,4021778,5820745,8461841,25
2010,3950244,1465014,941450,3364209,5490712,7913471,20
2009,4903099,1903171,341552,3116103,3673907,6448458,0
2008,4624164,2467314,1630847,2957239,3269504,4595896,21
2007,4861234,1881015,3246279,2633400,2741461,2128582,31
2006,1695312,87817,2610849,1282318,1576098,247567,24
2005,532631,79418,2166085,1182191,1143644,159750,22
2023,2417554,-320582,106457,3753199,1779269,5426011,28
2022,4306951,1436257,201706,3713995,2264690,5777027,28
2021,4472159,1953578,499045,3362084,1728258,4591297,27
2020,2448756,462711,153578,1411949,1406716,2665087,26
2019,2351298,379808,156398,1297935,1067913,2212901,25
2018,2134124,365963,107435,1019902,937898,1857304,25
2017,1675532,86660,119230,1080384,546714,1513991,23
2016,1894548,221320,118329,992725,552935,1427331,20
2015,1550050,98798,68264,979472,324803,1236011,19
2014,1302635,121961,127065,1019992,244286,1137213,19
2013,1491237,167622,68042,709392,400572,1040252,21
2012,1446016,308040,58961,590478,309208,834045,17
2011,973097,115917,38980,380317,196357,526005,15
2010,740080,111624,158235,391135,193887,410088,11
2009,501073,42324,191670,329832,85680,201709,8
2008,654988,13830,216744,335575,67279,159385,8
2007,413652,45210,220677,256543,109689,145555,6
2006,382225,67553,54126,68069,86402,100345,6
2005,142691,29829,36125,29715,39203,32793,5
