Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2013,12470106,232044,717474,180353,1777085,1239964,7
2012,11560736,209814,189749,43011,1449494,1001478,6
2011,8307599,160748,683553,43011,1679373,791665,6
2010,707836,26045,1453076,89626,2289738,630917,6
2009,939689,132042,1296669,103554,1973525,604872,7
2008,1175896,426216,1521729,107967,2043230,472830,8
2007,789656,242183,1651418,102285,1837930,288797,7
2006,500589,62628,298996,78261,500951,85914,5
2005,1843321,62943,318983,110125,379539,86230,4
2023,232955,64665,166253,222080,105466,167130,1
2022,279439,44739,203972,243876,56724,102465,1
2021,284120,20001,551391,580019,160914,173226,2
2020,237484,30272,571025,607763,153305,195880,2
2019,417313,78379,444409,317637,353593,232658,3
2018,344382,120022,239210,93731,269522,129280,1
2017,190270,9385,95687,205201,71121,184655,2
2016,149462,1499,80462,206816,71525,201899,3
2015,206611,1805,52558,134377,114562,200401,4
2014,443469,2756,50087,3645,245038,198596,2
2013,144879,30380,20733,2776,213797,195840,1
2012,210195,78396,5891,6109,165242,165460,1
2011,106526,5765,2211,661,88614,87064,1
2010,83864,379,215,1099,74484,81299,1
2009,143380,40894,58092,2065,94187,38160,1
2008,82584,3510,53445,3560,47151,-2734,1
2007,30519,-6514,56306,2773,47289,-6244,1
2006,56356,38180,11044,4297,49777,43030,1
2005,10721,5182,8495,5949,7397,4851,1
2023,455568,139168,287263,9325,757644,479706,1
2022,427678,571252,440649,224694,838007,622052,1
2021,216947,476332,95881,6949,1000824,911892,1
2020,45066,-11045,209995,8343,637212,435560,1
2019,277421,113716,330008,9559,767054,446605,2
2018,288640,122922,197656,1976,519129,323449,2
2017,277423,124470,98568,20606,253689,175727,2
2016,164714,5348,33506,54540,103722,124756,2
2015,209093,63416,38875,88763,184650,234538,2
2014,151506,16294,11460,129981,52601,171122,2
2013,201784,154889,89858,172157,72528,154827,3
2012,0,-262,5092,964,1723,-62,0
2023,20043168,659613,3850948,2042931,4127387,3157948,13
2022,18406168,1900520,2374896,921424,3447926,2498334,12
2021,11394139,2015167,529078,557770,2093708,2145183,14
2020,3859162,-210752,858768,595842,600319,130017,15
2019,16339057,265968,1493224,686264,1278731,440768,19
2018,15979818,151742,2656307,785306,2122328,274800,18
2017,12929073,135288,658617,399072,562698,249058,18
2016,13991344,99745,326785,113224,529629,136770,18
2015,13826965,98525,404992,50837,564215,110525,17
2014,6320138,53887,1087500,87878,1087459,65887,17
2013,6741271,9224,1086670,136360,1009389,21224,19
2012,8192971,88562,1037095,136924,989451,98602,20
2011,8218308,176706,1094301,185116,1103306,176984,18
2010,6755781,38,453978,83656,368268,278,17
2009,8731533,-71267,473759,131058,498614,201304,19
2008,8912605,8363,813012,202564,726884,261489,16
2007,6837137,100812,1167524,147066,1281947,261489,15
2006,4041166,160437,793813,228659,628935,160677,11
2005,2240404,32434,296121,101156,159618,240,6
2023,12333855,1059770,11378121,3991840,8487195,1057492,11
2022,11332010,908745,9760421,6629776,3421064,303722,9
2021,3195817,613552,7355528,6702258,3865783,1510782,11
2020,776739,-1261955,7864286,6711807,2035240,897230,13
2019,19307764,2135806,5887446,5127835,2912705,2160141,16
2018,17097250,581835,6800611,5348794,2336234,892299,16
2017,12880876,573416,7758438,5859502,2477928,587983,14
2016,11000407,14327,7659897,5912542,1759914,14567,14
2015,4128649,617789,3637760,2953347,1573862,988900,13
2014,9258260,299163,2833234,330892,2867690,371111,10
2013,6468124,64116,1843780,319031,1586447,71942,7
2012,5293683,7738,1227064,657796,561047,7826,3
2011,2621403,25073,722295,591217,131103,25,1
2010,1932911,2743,58968,2037,29965,-25048,2
2009,191269,-27102,42064,0,14273,-27791,1
2008,0,-889,2000,0,1311,-689,0
