Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2022,2428655,67293,876131,909560,382839,416268,27
2021,2123956,143666,1051711,1042845,357841,348975,27
2020,1935069,39097,1150231,1139479,216061,205309,29
2019,2009991,47307,1227931,1183386,210757,166212,31
2018,2105697,56320,1414714,1311997,221623,118906,32
2017,3496324,39846,1608859,1318580,352865,62586,49
2016,3241196,164212,1743530,1320237,446032,22739,47
2015,3137114,179263,1906996,1405541,359983,-141472,44
2014,2966129,117510,2132900,1483664,329203,-320033,44
2013,3296952,-104522,2377592,1590571,349313,-437708,47
2012,4196063,-262929,2975193,1836830,432157,-706206,50
2011,5771377,-112089,3062998,1986613,674691,-401694,60
2010,5438058,521,3037532,1981559,849615,-206358,64
2009,4320932,7088,2529156,2087204,746317,304365,55
2008,4207487,5826,2349862,2131163,515975,297276,52
2007,3929175,7363,2495848,2232354,554944,291450,59
2006,2892511,4289,2261913,2186963,359038,284088,52
2005,2563616,47342,1060851,1015801,330729,285679,37
2023,94591,25242,916517,1779,24587,-894151,0
2022,45571,-43661,935124,3278,14573,-919393,1
2021,85146,6662,890648,6416,11739,-875731,0
2020,94637,-5068,902808,10716,12937,-882393,0
2019,131214,-64688,899184,15338,10128,-877325,2
2018,261896,-147804,860853,19871,28345,-812637,5
2017,292762,-123933,783116,89669,28614,-664833,6
2016,323582,-111280,720617,154568,24957,-540899,10
2015,316940,-145485,634225,95982,29693,-508099,10
2014,202317,-190090,556590,110870,82507,-362614,9
2013,201680,538447,345573,128480,44564,-172524,11
2012,316911,-114252,983273,249898,90908,-641395,9
2011,276838,-87904,814424,210712,74882,-527143,7
2010,260022,-82917,730403,191240,99924,-439239,6
2009,336391,-3091,625656,103463,116473,-405720,4
2008,456372,-420791,647123,121365,123129,-402629,8
2007,484603,7839,556035,142183,432014,18162,8
2006,303612,3779,428918,131422,305045,10324,7
2005,297931,-12953,353894,109041,237270,-3201,8
2023,91008335,1580140,71275444,45408596,69298922,43543215,246
2022,107605585,2973053,68514237,44926086,66068589,42571775,235
2021,100413977,2193834,68049215,48780863,59561125,40363986,250
2020,123564428,3316302,69648958,43961104,63894548,38278658,129
2019,128067801,1796324,99331264,44799879,89711798,35250355,147
2018,108427523,1647863,105931757,44359188,96593074,35039137,198
2017,80245943,1266475,74734369,43411994,64709819,33391273,215
2016,80153679,806632,71683122,32857836,62773665,23936169,193
2015,83400278,792770,71759385,36488494,61026760,26293439,176
2014,78666045,1586532,65877431,28673300,62685331,25516213,142
2013,71614989,1120738,60058449,18609298,65496136,24254560,119
2012,70286643,1182486,52475368,17775048,57404719,22768997,109
2011,80391685,2053097,50381253,17877293,53677284,22048876,85
2010,62310185,922035,52678905,17036339,56974943,21413022,80
2009,61445578,1267777,48467525,17187584,51010159,19769033,89
2008,61737752,2903928,56542530,19123447,56763322,19419397,99
2007,57284023,1410841,51896131,13846198,50787100,12737167,97
2006,88942578,4592150,70630828,11795607,68716502,9906983,48
2005,42713824,3581523,19913589,5081974,21121159,6364834,38
2023,594624,10520,149411,48031,194888,99835,3
2022,550207,36130,140834,0,223768,89316,3
2021,372639,-16446,113705,0,185759,77067,3
2020,445875,23373,116809,0,210322,93513,2
2019,357007,1882,97569,0,167709,70140,3
2018,359934,15072,102562,0,168028,68038,5
2017,327250,-317688,437737,11399,159044,-264722,5
2016,387677,15977,668373,301145,192803,-159680,5
2015,319011,22478,675435,317897,179309,-175657,4
2014,360746,23738,688227,315645,171875,-198135,6
2013,393774,-89055,805621,312265,268910,-221874,7
2012,409069,-72057,871852,293136,443325,-132819,7
2011,629251,-141455,985575,612267,309974,-60762,11
2010,971730,1237,1070210,658180,490151,80693,11
2009,1103886,1718,861789,649620,287335,77738,13
2008,1098901,1573,798891,480182,392157,76019,15
2007,1050390,1776,723196,435285,362358,74447,25
2006,968305,1503,476555,275589,265498,72671,10
2005,775855,919,163703,42046,175312,70992,10
2023,13465039,470518,4782320,2706454,5853330,3777464,46
2022,14721015,514941,5417137,2882393,5841690,3306946,43
2021,18438949,621922,6022931,2678041,7030161,3687271,47
2020,19009911,714323,5625412,2215440,6467438,3065349,49
2019,13588077,618362,5944422,1902538,6388910,2351026,47
2018,13379717,620907,7768070,1997854,7498880,1732664,48
2017,17215949,544219,6904609,1936903,6075403,1111757,53
2016,18079500,1153178,7151130,2052716,5655877,567539,53
2015,14667489,1248167,6547816,1820714,4139463,-585639,49
2014,14416792,848493,7536254,1417810,4284638,-1833806,57
2013,18119297,732003,6718522,1206721,2829502,-2682299,52
2012,9599640,-1833550,5795552,891943,1486664,-3414302,48
2011,7514439,-538934,4173990,469836,2111350,-1580752,34
2009,5604518,458,1204107,72442,1129337,-2328,0
2008,3360306,-3186,980342,66621,910935,-2786,0
2007,0,0,0,0,400,400,0
