Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2005,71567,14028,54401,88439,11765,54113,1
2023,1076120,249113,140555,3646,360527,253533,6
2022,985010,344744,56504,6565,391666,348884,6
2021,601027,245491,68846,3959,302341,248231,3
2020,424945,186086,40716,5970,221025,188826,3
2019,340486,68238,33782,6523,93013,70978,3
2018,391865,59537,33059,23984,62185,62277,4
2017,430145,69698,72345,41605,95320,72438,5
2016,405921,22956,119578,60399,77718,25696,4
2015,332766,45564,151339,75222,118212,48304,4
2014,281195,44928,197092,93522,126161,43525,4
2013,326995,-6129,246816,138408,65368,-3389,4
2012,310800,49831,41658,23706,69186,52171,4
2011,226097,17457,63948,25175,37577,19797,5
2010,236440,25401,96965,15873,105741,27741,5
2009,246143,28087,124357,36101,111948,30427,5
2008,345412,42100,77437,56490,53014,42340,5
2007,212812,93907,74369,72100,102577,100308,3
2006,83097,31161,29926,35682,15169,31401,2
2005,198832,-79889,967047,553355,75871,-137521,2
2023,3283418,1067740,1402535,3820487,1842084,4245036,16
2022,3173983,1244680,2224717,3608333,1791146,3185927,17
2021,2834566,952393,1940303,3589747,1491752,3140718,18
2020,3097459,1307813,2129212,3657596,1416085,2931703,21
2019,2607566,618769,2349848,3772372,1423051,2787731,27
2018,2937727,908288,225199,852320,2670030,3224477,34
2017,2635509,722883,319366,765751,2628065,3089427,29
2016,2365635,363024,520276,806206,2224372,2526873,31
2015,2624790,653665,592970,840794,2348606,2691820,29
2014,2820359,745286,946694,828862,2331680,2238155,25
2013,2668829,727611,1056200,887645,2140399,1992869,20
2012,2145018,537477,938531,990190,1777453,1858735,21
2011,2012407,454143,1040747,925339,1475561,1421258,16
2010,1783857,468219,1080830,1035483,1030460,1005321,16
2009,1631952,283294,1251421,1117577,751504,539995,15
2008,855217,46838,1189982,1198676,321789,337007,8
2007,349053,29657,323056,379702,291888,348534,7
2006,317994,99880,283717,311369,248700,279160,6
2005,330592,172233,237133,295586,208436,280531,5
2023,0,-13047,95686,162769,156645,223728,0
2022,32400,7387,96225,174653,158347,236775,0
2021,34013,1932,114236,187029,156595,229388,1
2020,53524,-11354,145995,199722,173728,227455,2
2019,75614,-52343,160369,213939,185239,238809,1
2018,113518,-65964,184333,228860,246625,291152,2
2017,187614,17343,161312,236143,282286,357117,2
2016,173791,-38163,171678,267773,243678,339773,3
2015,276378,5238,197839,296344,282931,381436,2
2014,277643,78981,126140,204393,297946,376199,1
2013,121468,53707,56938,138771,215385,297218,1
2012,95753,-30735,42708,124474,161745,243511,2
2011,111634,23356,41128,124280,191094,274246,1
2010,144586,48493,40256,132141,159005,250890,1
2009,128122,98234,3301,49775,155924,202398,1
2008,117150,52782,5099,10315,98947,104163,1
2007,66378,44359,1330,1224,51487,51381,1
2006,21535,4141,1838,1931,6929,7022,1
2005,8850,2681,882,2123,1640,2881,1
2023,294835,106468,10714,71852,101088,163070,2
2022,252285,72531,18387,102052,46593,131102,2
2021,221875,95880,42201,138750,19162,116555,2
2020,189375,56917,3985,4542,56116,57517,2
2019,170100,26989,14220,5335,35630,27589,2
2018,122230,11592,4267,11523,25834,33934,2
2017,129760,21741,7042,16757,11482,22341,2
2016,119610,8057,27296,27936,15159,16099,2
2015,89375,7442,36043,40106,16425,22738,2
2014,71040,6189,3330,5599,12727,15296,2
2013,66860,9310,3293,3930,8170,9107,2
2012,69040,5518,5000,3057,1441,-202,2
2011,51222,1592,13014,4204,2789,-5721,2
2010,31305,1305,28178,3962,16526,-7312,1
2009,25866,76,27094,4206,13893,-8617,1
2008,12294,-3284,27791,5488,13030,-8693,2
2007,16499,-9234,20881,2295,13177,-5409,2
2006,32087,161,22892,3390,19172,3825,2
2005,19534,1516,9094,2635,9582,3664,2
