Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2009,976636,75776,595953,1987761,273852,1665660,26
2008,1203304,44126,230545,1260430,559999,1589884,25
2007,1216445,342269,431869,865085,218875,652091,26
2006,1277107,78377,704145,941748,96030,334196,29
2023,799443,122102,570582,373542,322328,125288,8
2022,566500,3354,576782,375675,204292,3185,8
2021,509301,48759,77245,10151,44846,-168,8
2020,500500,15627,76571,10395,17249,-48927,8
2019,433600,-89617,57099,7664,80610,31175,8
2018,322200,-68113,44944,121044,44692,120792,0
2017,442400,81998,169376,124917,232164,187705,7
2016,419200,45604,214285,111285,208707,105707,0
2015,394800,-1935,254997,161625,137695,60103,0
2014,466100,29263,305854,208077,128587,62038,0
2013,368800,2159,442854,351288,74226,32775,0
2012,419300,1944,446159,398835,9389,30616,0
2011,370000,7767,568688,467865,40899,28672,12
2010,361400,11887,404222,348096,61630,25349,11
2009,358034,11222,437315,376956,49164,13462,9
2008,367160,1010,465759,415263,23267,2240,6
2007,180078,5954,427600,379030,49800,1230,5
2006,124320,3726,215392,173649,37019,-4724,5
2005,65734,-8951,197123,125123,63550,-8450,4
2023,957736,403491,887936,850078,428614,390756,5
2022,872678,441392,97015,37060,501787,441832,5
2021,740331,351390,29211,35431,1074792,1081012,5
2020,587602,233522,20228,48209,701640,729621,4
2019,590081,159788,29226,126755,398570,496099,4
2018,456756,139386,28694,207236,314167,492709,4
2017,431138,196568,48828,287805,114346,353323,3
2016,261353,154254,21680,7957,270278,256555,3
2015,221804,48309,20618,10311,112608,102301,2
2014,181621,60666,25610,13517,68018,55925,1
2013,105573,5424,55661,19280,31640,-4741,1
2012,136385,73,99702,59701,29836,-10165,1
2011,7048,-10228,108780,47220,51532,-10028,1
