Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2012,4342853,294100,2433897,236099,2666178,295140,8
2011,3238805,160806,2330788,330941,2261693,161846,7
2010,2880949,197457,1691873,184750,1704820,197697,6
2009,2601220,125738,1371869,203806,1293382,125978,6
2008,2955628,174367,1082312,47155,1212002,178334,7
2007,2680104,1348,818723,83339,739350,3966,11
2006,2348966,129640,955766,69864,1033083,130432,10
2005,2265514,170683,1086407,137510,1140549,171475,12
2023,927868,-3665,135452,92688,156552,112060,5
2022,995212,4930,204629,158777,168687,119725,5
2021,877001,3073,261234,221660,154369,114795,6
2020,941735,30792,318256,290512,171968,144224,6
2019,891212,45236,69372,73475,150593,154696,6
2018,853426,40044,65603,35754,139309,109460,6
2017,948742,-71580,122468,54338,137545,69415,7
2016,1313063,-36430,266799,132723,275071,140995,10
2015,1469226,-16629,411944,246911,342459,177426,9
2014,1505298,-47968,442005,340072,290787,194055,0
2013,1281604,-19200,380507,387655,230388,242023,8
2012,1130986,9414,392426,504334,151989,269682,10
2011,1567621,133857,109528,315192,205359,412320,12
2010,1548281,189882,206173,362897,311621,468345,12
2009,1593001,58725,173833,345032,165281,337188,12
2008,2044544,81266,334036,466894,224874,359729,9
2007,1933718,62612,485793,525621,285153,324981,9
2006,1688455,65606,482947,578355,208938,342550,9
2005,1404018,86374,556137,505033,170663,151967,9
2023,4794011,542332,357767,276174,683995,648575,25
2022,4573301,509795,608445,83128,1072405,569795,25
2021,4951260,651743,254233,197651,751940,711743,25
2020,3065242,172467,696089,296626,627909,232467,23
2019,4395250,273880,339559,422380,642830,713956,27
2018,6234982,720076,455189,312586,1041337,862206,25
2017,2612720,92090,307585,203690,213838,142130,25
2016,2484763,122411,345049,216963,230192,122651,23
2015,2413180,67687,220725,195743,263843,235789,22
2014,2171229,22052,255868,182194,232576,168102,20
2013,1997214,53767,127661,40934,241516,160004,21
2012,2163471,21010,187920,66601,210131,106237,22
2011,2300846,27134,280236,181232,190174,91685,22
2010,1968033,30208,381975,228722,209882,61464,17
2009,1508566,88568,88652,103402,102625,119824,11
2008,1529832,79028,180799,153330,130095,103826,10
2007,1105628,5979,369802,195090,199510,24798,9
2006,813797,9131,332320,159839,167145,18818,6
2005,607360,1144,178954,104334,65906,9687,5
2023,3248675,146483,2580519,70415,2946611,436507,7
2022,3084724,171897,2447424,70108,2669214,291898,7
2021,3179711,104651,2805660,51212,3434002,679554,8
2020,2818986,122637,2546464,77341,3304025,834902,9
2019,3280586,305655,2539818,81196,3270887,812265,8
2018,2966167,477134,1439847,131802,1921017,612972,8
2017,3581673,75001,1602277,189008,1569246,135838,13
2016,2353168,60590,1624045,302679,1484995,60830,13
2015,2929237,48454,1777905,480545,1739577,248493,12
2014,3598702,77440,1820741,765365,1544722,200039,12
2013,2452148,52173,1981886,341795,1762690,122599,9
2012,1846550,47523,1653487,169117,1554796,70426,7
2011,1556088,22663,1032119,100612,954410,22903,4
2010,1075241,2719,611128,24748,637189,50809,7
2009,743800,27525,596152,34367,609874,48089,4
2008,769915,19885,317425,54689,284982,22246,4
2007,3000,2161,1982,0,4343,2361,0
2023,194991,-54052,1196761,270369,204500,-721892,1
2022,220753,-44798,1035706,214109,153757,-667840,1
2021,924237,82532,820041,54368,142630,-623043,2
2020,258730,-117998,876457,39510,131268,-705574,3
2019,302780,-27592,879620,119860,172184,-587576,4
2018,329710,-454773,825118,202707,62427,-559984,6
2017,404310,-139697,709284,338762,265311,-105211,6
2016,438136,-81620,217511,66393,185537,34419,7
2015,494579,5782,176136,106328,185847,116039,8
2014,458472,22235,131656,17144,224768,110256,3
2013,339735,10406,133928,8412,213537,88021,2
2012,352773,4572,109186,29710,157091,77615,8
2011,371277,54212,83203,55921,100325,73043,5
2010,314730,2501,89059,63307,44583,18831,4
2009,341184,13741,123546,36196,103315,16330,0
2008,302515,60,114143,38380,76685,2588,0
2007,105553,1058,35580,1622,36487,2529,0
2006,6216,1271,759,970,1260,1471,0
