Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2023,11395793,2806546,715871,6773743,650895,3301418,50
2022,10203575,2998924,968622,7004009,800444,3323208,54
2021,5134132,830426,2253970,7433194,534500,2454284,37
2020,2736850,85787,2532202,7061857,145429,1623858,32
2019,3972479,409154,2578857,6936859,1077317,1538071,34
2018,3547551,447879,4757161,5594238,4021198,1128917,33
2017,2973582,667178,412598,1799752,312744,1041039,28
2016,2285396,371805,936480,1949169,103389,373860,22
2015,2500179,489035,974632,2077424,173723,497249,20
2014,1989655,125683,1273293,1957914,241911,133897,19
2013,234876,2535,1857898,1793336,891894,8214,7
2012,8885,522,526445,603589,757675,5579,0
2011,3480,64,638176,50486,598747,5057,0
2010,12018,174,34946,41690,4248,4992,0
2009,9958,2863,7680,750,11748,4818,0
2008,37040,1288,0,750,1205,1955,0
2007,3831,467,2808,750,2725,667,0
2023,15693305,25032,10822073,8711941,5153341,2830742,128
2022,13740631,2083824,10062980,8116124,5243012,3111793,126
2021,10606495,805787,9402210,7641094,3752118,1177968,135
2020,7755108,-2162497,9368927,7654979,2132617,372182,139
2019,16398803,1094344,8784320,7474462,4235515,2834679,170
2018,14754777,1590461,7998599,6607273,3481312,2040336,158
2017,11627769,240757,7086644,5332351,2507492,690632,149
2016,10964201,317576,6635875,4121601,3325680,759998,148
2015,11066131,702032,5931349,3959073,2457904,442421,143
2014,9497409,112877,5628587,3926356,1748877,61982,139
2013,9905268,514036,4898221,2511781,2557812,188467,150
2012,11889140,851505,4724376,1747435,2444245,-516289,157
2011,10778684,42759,4989695,1413541,2602230,-587578,199
2009,0,0,75000,57944,422056,405000,0
2023,20726858,4107794,50777602,62059431,3771738,10777146,61
2022,20816067,1467775,54303603,73990340,9835681,9429864,61
2021,13603290,-601215,67754590,72376788,6719053,8539716,60
2020,12888380,-1079540,64328348,71515704,2513889,9140931,58
2019,23723217,1770317,64457208,71702831,2498377,10219471,110
2018,21611624,2314148,59577782,65754385,1736675,8474600,108
2017,21818695,2323100,5194700,9765116,1541216,6371136,98
2016,19791771,2123288,5781238,7387008,3461528,5115093,115
2015,18383956,1703958,1420144,974656,5174900,4601985,92
2014,16537822,1453152,2109562,1264994,4577961,3704209,94
2013,15747485,1206076,2970758,1673859,2967456,1546039,88
2012,15368651,60359,1517372,2276472,1073203,1832303,132
2011,14676000,195629,2089757,2737873,1120651,1768767,127
2010,14096676,-1341845,2250426,2686171,1137393,1573138,122
2009,15010792,40975,1527692,3116062,1326613,2914983,113
2008,6237512,122622,1311309,3096960,1076349,2883622,103
2023,40538703,11100493,6905978,73521648,12615199,78333219,85
2022,33133205,11927361,13295943,69485912,11617564,67232726,74
2021,16858071,124345,5876766,66660084,10519540,68805365,61
2020,10657682,-2565434,5284959,67045481,8040899,68681020,80
2019,35308691,9784002,3969982,68573940,11753701,75766817,129
2018,28389434,5566528,4369626,67767367,5060580,67882815,124
2017,25282260,5042185,4478572,62867953,6085085,63871491,132
2016,23878021,10023079,4167932,48057980,17498653,61079305,122
2015,19509154,4754219,2459176,48794049,6616192,52631226,118
2014,18741006,3555104,8471778,53248715,4568729,48719665,110
2013,14867759,818529,2671658,41601295,7460597,45839561,92
2012,13826124,1683956,2378547,42190748,6275662,45571033,92
2011,13682644,2376136,2016267,42911555,5561935,46062077,93
2010,14010075,2888075,2275061,46896907,5452065,49607769,105
2009,13694116,2732920,2720237,46493092,7426489,51073744,105
2008,16722778,6863628,1908529,44454550,7646744,50048535,138
2007,15389630,4338607,2908475,41308785,5834597,44234907,131
2006,13590336,4067576,1544893,37434018,5512816,41323024,132
2005,11571246,3479131,1756222,34374194,6235734,38732448,131
