Year,Cifra Afaceri,Profit Net,Datorii,Active Imobilizate,Active Circulante,Capitaluri Proprii,Angajati
2005,20580,-20882,27297,896,5719,-20682,4
2023,80295907,3516919,16358548,6920276,23315049,13823164,79
2022,67384495,197758,10298786,7378207,14236195,11306246,47
2021,45897343,265973,18388796,6120903,26250313,11356488,42
2020,32879677,67588,6690830,5917086,13698477,11210516,39
2019,44038366,3419892,5117165,5825384,11772287,11326927,39
2018,27905152,1852674,6690985,4402992,10251924,7907035,34
2017,32524363,2209621,6312991,1395879,10981978,6054361,33
2016,24304513,609773,8188481,1639972,10370262,3844740,29
2015,14966899,1136439,2226864,841372,6710816,5334967,23
2014,27541663,2901073,6294359,574241,10871018,4198528,23
2013,13639996,1506543,1804355,249111,3057850,1509360,20
2012,4333142,106811,1283605,89810,1300506,109628,16
2011,425712,332145,242639,0,577601,334962,4
2010,380023,127037,182238,0,312092,129854,5
2009,421705,304464,41426,0,346090,304664,4
2008,154632,118135,45490,0,163825,118335,2
2023,2810449,685743,155421,1684267,405020,1933866,17
2022,2410718,807876,94469,1740108,542730,2188369,20
2021,2139434,777797,121402,1825665,461046,2071538,17
2020,1456806,166494,245612,1916892,170616,1841896,18
2019,2458319,511788,503215,2030751,512110,2039646,20
2018,3492536,1120795,425447,2143993,170394,1888940,30
2017,4431253,112715,1536811,2242987,610450,1316626,36
2016,2173294,223717,434681,2197821,103353,1866493,28
2015,2225272,273999,452573,2322172,261595,2131194,24
2014,1186787,10053,399888,2393615,111088,2104815,18
2013,1571294,5587,471047,2542098,123710,2194761,18
2012,1198188,128017,909801,2778357,492193,2189174,18
2011,3558039,468346,989984,2999138,561045,2102521,29
2010,4297311,562557,2427156,3269979,873855,1995192,38
2009,1629860,112999,1859312,3511350,619476,1796592,39
2008,15894008,1689241,2687238,3616189,1518834,2095980,83
2007,4837290,444650,5181551,3240735,2742644,801828,85
2006,8578740,478989,4961882,2408597,3527269,817136,50
2005,4717132,502301,2796559,1690604,1613131,588146,52
